Wed Sep  3 01:30:20 2025,71.1,84
Wed Sep  3 01:30:22 2025,71.1,84
Wed Sep  3 01:30:24 2025,71.1,84
Wed Sep  3 01:30:26 2025,71.1,84
Wed Sep  3 01:30:28 2025,71.1,84
Wed Sep  3 01:30:30 2025,71.1,84
Wed Sep  3 02:00:01 2025,70.0,87
Wed Sep  3 02:00:03 2025,70.0,87
Wed Sep  3 02:00:05 2025,70.0,87
Wed Sep  3 02:00:07 2025,70.0,87
Wed Sep  3 02:00:09 2025,70.0,87
Wed Sep  3 02:00:11 2025,70.0,87
Wed Sep  3 02:00:13 2025,70.0,87
Wed Sep  3 02:00:16 2025,70.0,87
Wed Sep  3 02:00:18 2025,70.0,87
Wed Sep  3 02:00:20 2025,70.0,87
Wed Sep  3 02:00:22 2025,70.0,87
Wed Sep  3 02:00:24 2025,70.0,87
Wed Sep  3 02:00:26 2025,70.0,87
Wed Sep  3 02:00:28 2025,70.0,87
Wed Sep  3 02:00:30 2025,70.0,87
Wed Sep  3 02:30:01 2025,70.0,87
Wed Sep  3 02:30:03 2025,70.0,87
Wed Sep  3 02:30:17 2025,70.0,87
Wed Sep  3 02:30:19 2025,70.0,87
Wed Sep  3 02:30:21 2025,70.0,87
Wed Sep  3 02:30:23 2025,70.0,87
Wed Sep  3 02:30:25 2025,70.0,87
Wed Sep  3 02:30:27 2025,70.0,87
Wed Sep  3 02:30:29 2025,70.0,87
Wed Sep  3 02:30:31 2025,70.0,87
Wed Sep  3 02:30:33 2025,70.0,87
Wed Sep  3 02:30:35 2025,70.0,87
Wed Sep  3 02:30:37 2025,70.0,87
Wed Sep  3 02:30:39 2025,70.0,87
Wed Sep  3 03:00:02 2025,70.0,87
Wed Sep  3 03:00:04 2025,70.0,87
Wed Sep  3 03:00:06 2025,70.0,87
Wed Sep  3 03:00:08 2025,70.0,87
Wed Sep  3 03:00:10 2025,70.0,87
Wed Sep  3 03:00:12 2025,70.0,87
Wed Sep  3 03:00:14 2025,70.0,87
Wed Sep  3 03:00:16 2025,70.0,87
Wed Sep  3 03:00:18 2025,70.0,87
Wed Sep  3 03:00:20 2025,70.0,87
Wed Sep  3 03:00:22 2025,70.0,87
Wed Sep  3 03:00:24 2025,70.0,87
Wed Sep  3 03:00:26 2025,70.0,87
Wed Sep  3 03:00:28 2025,70.0,87
Wed Sep  3 03:00:30 2025,70.0,87
Wed Sep  3 03:30:01 2025,70.0,84
Wed Sep  3 03:30:03 2025,70.0,84
Wed Sep  3 03:30:05 2025,70.0,84
Wed Sep  3 03:30:07 2025,70.0,84
Wed Sep  3 03:30:09 2025,70.0,84
Wed Sep  3 03:30:12 2025,70.0,84
Wed Sep  3 03:30:14 2025,70.0,84
Wed Sep  3 03:30:16 2025,70.0,84
Wed Sep  3 03:30:18 2025,70.0,84
Wed Sep  3 03:30:20 2025,70.0,84
Wed Sep  3 03:30:22 2025,70.0,84
Wed Sep  3 03:30:24 2025,70.0,84
Wed Sep  3 03:30:26 2025,70.0,84
Wed Sep  3 03:30:28 2025,70.0,84
Wed Sep  3 03:30:30 2025,70.0,84
Wed Sep  3 04:00:01 2025,70.0,84
Wed Sep  3 04:00:03 2025,70.0,84
Wed Sep  3 04:00:05 2025,70.0,84
Wed Sep  3 04:00:07 2025,70.0,84
Wed Sep  3 04:00:09 2025,70.0,84
Wed Sep  3 04:00:11 2025,70.0,84
Wed Sep  3 04:00:13 2025,70.0,84
Wed Sep  3 04:00:15 2025,70.0,84
Wed Sep  3 04:00:17 2025,70.0,84
Wed Sep  3 04:00:19 2025,70.0,84
Wed Sep  3 04:00:21 2025,70.0,84
Wed Sep  3 04:00:23 2025,70.0,84
Wed Sep  3 04:00:26 2025,70.0,84
Wed Sep  3 04:00:28 2025,70.0,84
Wed Sep  3 04:00:30 2025,70.0,84
Wed Sep  3 04:30:01 2025,70.0,84
Wed Sep  3 04:30:03 2025,70.0,84
Wed Sep  3 04:30:05 2025,70.0,84
Wed Sep  3 04:30:07 2025,70.0,84
Wed Sep  3 04:30:09 2025,70.0,84
Wed Sep  3 04:30:11 2025,70.0,84
Wed Sep  3 04:30:13 2025,70.0,84
Wed Sep  3 04:30:15 2025,70.0,84
Wed Sep  3 04:30:17 2025,70.0,84
Wed Sep  3 04:30:19 2025,70.0,84
Wed Sep  3 04:30:21 2025,70.0,84
Wed Sep  3 04:30:23 2025,70.0,84
Wed Sep  3 04:30:25 2025,70.0,84
Wed Sep  3 04:30:27 2025,70.0,84
Wed Sep  3 04:30:29 2025,70.0,84
Wed Sep  3 05:00:03 2025,70.0,84
Wed Sep  3 05:00:05 2025,70.0,84
Wed Sep  3 05:00:07 2025,70.0,84
Wed Sep  3 05:00:09 2025,70.0,84
Wed Sep  3 05:00:11 2025,70.0,84
Wed Sep  3 05:00:13 2025,70.0,84
Wed Sep  3 05:00:15 2025,70.0,84
Wed Sep  3 05:00:17 2025,70.0,84
Wed Sep  3 05:00:19 2025,70.0,84
Wed Sep  3 05:00:21 2025,70.0,84
Wed Sep  3 05:00:23 2025,70.0,84
Wed Sep  3 05:00:25 2025,70.0,84
Wed Sep  3 05:00:27 2025,70.0,84
Wed Sep  3 05:00:29 2025,70.0,84
Wed Sep  3 05:00:31 2025,70.0,84
Wed Sep  3 05:30:02 2025,69.1,84
